Symbol,Date,Range,Range_MA_5,Range_MA_10,Range_MA_20,RangeCompression_5_vs_20,RangeCompression_10_vs_20,Overlap_Ratio,Overlap_Ratio_MA_5,Overlap_Ratio_MA_10,DirectionalEfficiency_5,DirectionalEfficiency_10,DirectionalEfficiency_20
GBPUSD,2002-05-03,0.010900000000000132,0.008219999999999983,0.007390000000000008,0.006645000000000001,1.2370203160270852,1.1121143717080522,0.669724770642181,0.585327681178689,0.6506485313134449,0.6499999999999883,0.6039603960395947,0.6895306859205681
GBPUSD,2002-05-06,0.0036000000000000476,0.007459999999999978,0.007150000000000012,0.0064400000000000126,1.1583850931676962,1.1102484472049687,1.0,0.7150574109084152,0.6739818646467792,0.6603773584905529,0.7482014388489051,0.629482071713133
GBPUSD,2002-05-07,0.00649999999999995,0.008019999999999961,0.00726,0.006375000000000008,1.2580392156862668,1.1388235294117632,0.507692307692324,0.6598391156901181,0.6266029472678633,0.1800000000000022,0.6397058823529364,0.5976562499999968
GBPUSD,2002-05-08,0.01419999999999999,0.008499999999999997,0.008109999999999996,0.0068800000000000085,1.2354651162790677,1.1787790697674398,0.30281690140844886,0.6576906315650265,0.5726741110929169,0.37234042553191815,0.021806853582551803,0.29783693843593706
GBPUSD,2002-05-09,0.007099999999999884,0.00846,0.008069999999999999,0.006884999999999997,1.228758169934641,1.172113289760349,1.0,0.6960467959485908,0.6420074444262499,0.535714285714288,0.05421686746987932,0.38834951456310246
GBPUSD,2002-05-10,0.007500000000000062,0.007779999999999987,0.007999999999999985,0.007090000000000008,1.0973201692524652,1.1283497884344114,0.48000000000000237,0.658101841820155,0.6217147614994221,0.21393034825870494,0.14673913043477696,0.41756548536209
GBPUSD,2002-05-13,0.009800000000000031,0.009019999999999983,0.00823999999999998,0.007335000000000003,1.2297205180640736,1.1233810497614147,0.7040816326530721,0.5989181683507695,0.6569877896295924,0.3705179282868542,0.0047169811320749285,0.26239067055393356
GBPUSD,2002-05-14,0.012499999999999956,0.010219999999999984,0.009119999999999972,0.007674999999999999,1.3315960912052098,1.1882736156351756,0.24799999999999134,0.5469797068123029,0.6034094112512105,0.2785388127853875,0.3536299765807974,0.05999999999999911
GBPUSD,2002-05-15,0.013800000000000034,0.010139999999999993,0.009319999999999995,0.007955,1.2746700188560645,1.1715901948460081,0.8115942028985398,0.6487351671103212,0.6532128993376738,0.01408450704225198,0.052837573385521315,0.1639135959339238
GBPUSD,2002-05-16,0.007400000000000073,0.010200000000000032,0.009330000000000015,0.008050000000000002,1.2670807453416186,1.1590062111801258,0.9189189189189286,0.6325189508941069,0.6642828734213488,0.27272727272727415,0.259109311740893,0.10494571773220583
GBPUSD,2002-05-17,0.008099999999999996,0.010320000000000018,0.009050000000000002,0.008220000000000005,1.2554744525547459,1.100973236009732,0.864197530864185,0.7093584570669434,0.6837301494435492,0.020746887966802685,0.20158102766798403,0.09068627450980148
GBPUSD,2002-05-20,0.006199999999999983,0.009600000000000008,0.009309999999999995,0.008230000000000005,1.1664641555285544,1.131227217496961,0.9032258064516233,0.7491872918266537,0.6740527300887116,0.5058823529411823,0.1670020120724331,0.1406844106463881
GBPUSD,2002-05-21,0.008099999999999996,0.008720000000000016,0.009470000000000001,0.008365000000000001,1.0424387328153037,1.132098027495517,0.5061728395061722,0.8008218597278898,0.6739007832700964,0.150684931506831,0.08080808080808297,0.12628865979381393
GBPUSD,2002-05-22,0.006599999999999939,0.007279999999999997,0.008709999999999996,0.008409999999999996,0.8656361474435198,1.0356718192627825,0.6818181818181803,0.7748666555118179,0.7118009113110695,0.8787878787878951,0.025069637883005567,0.05146036161335202
GBPUSD,2002-05-23,0.011399999999999855,0.008079999999999954,0.009139999999999992,0.008604999999999996,0.9389889599070258,1.0621731551423585,0.4736842105263086,0.6858197138332939,0.6591693323637003,0.5932203389830215,0.25824175824175427,0.04891304347825813
GBPUSD,2002-05-24,0.00869999999999993,0.00819999999999994,0.00925999999999998,0.008629999999999981,0.9501738122827298,1.0730011587485515,1.0,0.7129802076604569,0.7111693323637002,0.06818181818183826,0.011976047904190342,0.007832898172325773
GBPUSD,2002-05-27,0.0048000000000001375,0.007919999999999972,0.00875999999999999,0.008499999999999985,0.9317647058823513,1.0305882352941182,1.0,0.7323350463701322,0.7407611690983928,0.3061224489796094,0.22909090909090926,0.01935483870967812
GBPUSD,2002-05-28,0.008499999999999952,0.007999999999999962,0.008359999999999989,0.00873999999999998,0.9153318077803181,0.9565217391304357,0.40000000000001046,0.7111004784688999,0.7559611690983947,0.01639344262294903,0.07614213197968685,0.08516483516483471
GBPUSD,2002-05-29,0.006399999999999961,0.007959999999999967,0.007619999999999983,0.008469999999999988,0.9397874852420282,0.8996458087367171,1.0,0.7747368421052638,0.7748017488085409,0.7068965517241333,0.34020618556701715,0.0040160642570276585
GBPUSD,2002-05-30,0.007500000000000062,0.007180000000000008,0.007629999999999981,0.008479999999999998,0.8466981132075484,0.8997641509433942,0.21333333333333768,0.7226666666666696,0.7042431902499817,0.6494845360824686,0.32631578947368495,0.06685633001422683
GBPUSD,2002-05-31,0.01419999999999999,0.00828000000000002,0.00823999999999998,0.008644999999999991,0.9577790630422243,0.9531521110468465,0.4577464788732362,0.6142159624413168,0.6635980850508869,0.11602209944751327,0.1538461538461616,0.1769134253450442
GBPUSD,2002-06-03,0.009700000000000042,0.009260000000000001,0.008589999999999987,0.008949999999999991,1.0346368715083811,0.9597765363128486,1.0,0.6142159624413168,0.6732755044057246,0.1755102040816317,0.1056910569105697,0.042382588774341694
GBPUSD,2002-06-04,0.009300000000000086,0.009420000000000029,0.008709999999999996,0.009089999999999997,1.0363036303630397,0.958195819581958,0.6989247311827839,0.6740009086778715,0.6925506935733857,0.16996047430830732,0.014492753623192137,0.029556650246304838
GBPUSD,2002-06-05,0.007500000000000062,0.009640000000000048,0.008800000000000007,0.008755000000000002,1.1010850942318726,1.0051399200456888,0.4133333333333436,0.5566675753445403,0.665702208724902,0.18875502008031556,0.13157894736841735,0.0051020408163259525
GBPUSD,2002-06-06,0.007000000000000117,0.009540000000000059,0.008360000000000034,0.008750000000000013,1.0902857142857194,0.955428571428574,0.94285714285715,0.7025723372493028,0.7126195019579862,0.3691275167785187,0.04899135446685923,0.057718120805368554
GBPUSD,2002-06-07,0.005400000000000071,0.007780000000000076,0.008030000000000048,0.008645000000000014,0.8999421631000651,0.9288606130711434,0.6111111111111179,0.733245263696879,0.673730613069098,0.5666666666666568,0.10574018126888282,0.032258064516128615
GBPUSD,2002-06-10,0.008099999999999996,0.007460000000000066,0.008360000000000034,0.008560000000000012,0.8714953271028103,0.9766355140186942,0.6666666666666758,0.6665785970302143,0.6403972797357655,1.0,0.038961038961034464,0.16584564860426879
GBPUSD,2002-06-11,0.013900000000000023,0.008380000000000054,0.008900000000000042,0.008630000000000016,0.9710312862108967,1.0312862108922394,0.27338129496403013,0.5814699097864635,0.6277354092321675,1.0,0.23116883116882758,0.18196457326892174
GBPUSD,2002-06-12,0.007900000000000018,0.008460000000000046,0.009050000000000048,0.008335000000000014,1.0149970005998838,1.0857828434313175,0.670886075949376,0.63298045830967,0.5948240168271051,0.7266187050359698,0.14138817480719812,0.22742474916387942
GBPUSD,2002-06-13,0.006099999999999994,0.00828000000000002,0.00891000000000004,0.00827000000000001,1.0012091898428066,1.077388149939544,1.0,0.64440902973824,0.6734906834937713,0.7639751552795015,0.5755627009646246,0.23255813953488294
GBPUSD,2002-06-14,0.010499999999999954,0.009299999999999998,0.008540000000000037,0.008390000000000009,1.1084624553039317,1.017878426698454,0.4476190476190426,0.6117106170398249,0.672477940368352,0.8173076923076924,0.5129151291512858,0.28593508500772646
GBPUSD,2002-06-17,0.005099999999999882,0.008699999999999975,0.008080000000000021,0.008335000000000004,1.0437912417516462,0.9694061187762468,1.0,0.6783772837064898,0.6724779403683521,0.677966101694914,0.8479999999999998,0.3063063063063049
GBPUSD,2002-06-18,0.015200000000000102,0.00895999999999999,0.008670000000000021,0.008690000000000008,1.0310701956271555,0.9976985040276194,0.11842105263157972,0.6473852352399996,0.6144275725132317,1.0,0.8941504178272974,0.41581632653061046
GBPUSD,2002-06-19,0.007900000000000018,0.00895999999999999,0.008710000000000018,0.008755000000000013,1.0234151913192435,0.9948600799543125,0.7721518987341748,0.6676383997969595,0.6503094290533147,1.0,0.8950276243093915,0.504710632570656
GBPUSD,2002-06-20,0.012900000000000134,0.010320000000000018,0.00930000000000002,0.008830000000000027,1.168742921857303,1.0532276330690817,0.5193798449612466,0.5715143687892088,0.6079616992637243,1.0,0.910588235294117,0.5239327296248355
GBPUSD,2002-06-21,0.006899999999999906,0.009600000000000008,0.009450000000000004,0.008740000000000026,1.0983981693363822,1.0812356979405007,0.927536231884065,0.6674978056422132,0.6396042113410191,0.8894472361809156,0.8614318706697506,0.5358539765319429
GBPUSD,2002-06-24,0.013700000000000045,0.011320000000000042,0.010010000000000008,0.009185000000000021,1.2324442025040845,1.0898203592814355,0.5036496350364879,0.5682277326495108,0.6233025081780003,0.8053097345132897,0.8290598290598337,0.540645161290321
GBPUSD,2002-06-25,0.01110000000000011,0.010500000000000042,0.009730000000000016,0.009315000000000028,1.1272141706924328,1.0445517981749852,0.9459459459459324,0.7337327113123814,0.6905589732761905,0.879781420765039,0.945812807881779,0.5604938271604927
GBPUSD,2002-06-26,0.02400000000000002,0.013720000000000043,0.011340000000000017,0.010195000000000032,1.3457577243746934,1.1123099558607141,0.05833333333333611,0.5909689982322136,0.6293036990145866,0.9249146757679261,0.9605026929982089,0.6326109391124871
GBPUSD,2002-06-27,0.013199999999999878,0.013779999999999992,0.012050000000000005,0.010480000000000022,1.3148854961832026,1.1498091603053415,1.0,0.6870930292399642,0.6293036990145866,1.0,0.959484346224682,0.8296460176991146
GBPUSD,2002-06-28,0.01649999999999996,0.015700000000000002,0.012650000000000005,0.010595000000000021,1.4818310523831968,1.1939594148183086,0.5333333333333298,0.6082524495298173,0.6378751275860153,1.0,0.9603603603603644,0.8192488262910788
GBPUSD,2002-07-01,0.006399999999999961,0.014239999999999985,0.012780000000000014,0.010430000000000017,1.3652924256951067,1.2253116011505265,1.0,0.7075225225225197,0.6378751275860152,1.0,0.9496567505720878,0.9256505576208205
GBPUSD,2002-07-02,0.013600000000000056,0.014739999999999975,0.01262000000000001,0.010645000000000016,1.3846876467825227,1.1855331141380923,0.47058823529411287,0.6124509803921557,0.6730918458522684,1.0,0.9517543859649175,0.9267399267399292
