Symbol,Date,Open,High,Low,Close,Volume,MarketState
USDJPY,1995.02.23,97.06000,97.45000,96.55000,96.73000,1471,UNKNOWN
USDJPY,1995.02.24,96.69000,97.45000,96.30000,96.96000,2031,UNKNOWN
USDJPY,1995.02.27,97.30000,97.60000,96.50000,97.18000,2081,UNKNOWN
USDJPY,1995.02.28,97.13000,97.31000,96.42000,96.69000,1341,UNKNOWN
USDJPY,1995.03.01,96.66000,96.96000,96.25000,96.76000,1321,UNKNOWN
USDJPY,1995.03.02,96.70000,97.03000,94.83000,95.28000,2981,UNKNOWN
USDJPY,1995.03.03,95.27000,95.69000,93.64000,94.20000,3031,UNKNOWN
USDJPY,1995.03.06,93.74000,94.10000,92.34000,92.99000,2771,UNKNOWN
USDJPY,1995.03.07,92.94000,93.06000,89.00000,90.77000,5951,UNKNOWN
USDJPY,1995.03.08,90.65000,91.95000,88.48000,91.58000,6011,UNKNOWN
USDJPY,1995.03.09,91.57000,92.55000,90.10000,91.05000,4381,UNKNOWN
USDJPY,1995.03.10,91.02000,91.92000,90.55000,90.79000,2511,UNKNOWN
USDJPY,1995.03.13,90.55000,91.10000,89.80000,90.70000,2451,UNKNOWN
USDJPY,1995.03.14,90.63000,91.53000,90.55000,90.76000,1831,UNKNOWN
USDJPY,1995.03.15,90.72000,90.90000,89.25000,89.51000,2091,UNKNOWN
USDJPY,1995.03.16,89.49000,90.50000,89.00000,90.35000,2141,UNKNOWN
USDJPY,1995.03.17,90.25000,90.41000,88.81000,89.19000,2141,UNKNOWN
USDJPY,1995.03.20,88.82000,89.95000,88.60000,89.39000,2131,UNKNOWN
USDJPY,1995.03.21,89.27000,89.50000,88.30000,89.30000,2371,UNKNOWN
USDJPY,1995.03.22,89.26000,89.40000,88.53000,89.08000,1561,UNKNOWN
USDJPY,1995.03.23,89.02000,89.12000,87.95000,88.15000,1471,UNKNOWN
USDJPY,1995.03.24,88.11000,89.35000,88.05000,88.91000,1801,UNKNOWN
USDJPY,1995.03.27,88.78000,89.85000,88.50000,89.39000,2091,UNKNOWN
USDJPY,1995.03.28,89.32000,89.85000,88.60000,88.82000,2001,UNKNOWN
USDJPY,1995.03.29,88.75000,89.15000,87.90000,88.40000,2151,UNKNOWN
USDJPY,1995.03.30,88.36000,90.30000,88.00000,89.71000,3251,UNKNOWN
USDJPY,1995.03.31,89.68000,89.95000,86.10000,86.60000,4621,UNKNOWN
USDJPY,1995.04.03,86.50000,87.33000,85.52000,85.57000,2691,UNKNOWN
USDJPY,1995.04.04,85.58000,86.85000,85.58000,86.25000,1871,UNKNOWN
USDJPY,1995.04.05,86.24000,86.75000,85.58000,86.17000,2271,UNKNOWN
USDJPY,1995.04.06,86.15000,86.45000,84.80000,84.97000,2121,UNKNOWN
USDJPY,1995.04.07,84.90000,85.56000,83.52000,83.85000,3031,UNKNOWN
USDJPY,1995.04.10,84.66000,84.72000,80.10000,83.83000,8411,UNKNOWN
USDJPY,1995.04.11,83.80000,85.00000,83.20000,83.55000,3351,UNKNOWN
USDJPY,1995.04.12,83.50000,84.45000,83.05000,83.85000,2451,UNKNOWN
USDJPY,1995.04.13,83.83000,83.98000,82.80000,83.55000,2081,UNKNOWN
USDJPY,1995.04.14,83.50000,84.10000,83.00000,83.39000,2091,UNKNOWN
USDJPY,1995.04.17,82.75000,82.90000,81.50000,82.00000,2051,UNKNOWN
USDJPY,1995.04.18,81.80000,82.17000,80.50000,80.73000,2271,UNKNOWN
USDJPY,1995.04.19,80.71000,81.90000,79.75000,81.25000,3761,UNKNOWN
USDJPY,1995.04.20,81.21000,83.65000,80.75000,83.28000,3731,UNKNOWN
USDJPY,1995.04.21,83.23000,84.10000,82.39000,82.68000,2871,UNKNOWN
USDJPY,1995.04.24,81.87000,83.55000,81.78000,83.00000,2411,UNKNOWN
USDJPY,1995.04.25,83.13000,83.75000,81.50000,82.01000,3381,UNKNOWN
USDJPY,1995.04.26,81.93000,84.60000,81.15000,83.65000,5181,UNKNOWN
USDJPY,1995.04.27,83.61000,84.00000,83.15000,83.48000,1571,UNKNOWN
USDJPY,1995.04.28,83.60000,84.50000,83.37000,84.30000,1561,UNKNOWN
USDJPY,1995.05.01,84.21000,84.45000,83.25000,83.53000,1721,UNKNOWN
USDJPY,1995.05.02,83.51000,84.00000,83.15000,83.59000,1621,UNKNOWN
USDJPY,1995.05.03,83.52000,83.90000,82.90000,83.68000,1841,UNKNOWN
USDJPY,1995.05.04,83.67000,84.25000,83.31000,83.90000,1651,UNKNOWN
USDJPY,1995.05.05,83.88000,84.46000,83.63000,83.94000,1601,UNKNOWN
USDJPY,1995.05.08,83.33000,83.80000,82.65000,83.14000,2111,UNKNOWN
USDJPY,1995.05.09,83.18000,83.70000,82.80000,83.33000,1651,UNKNOWN
USDJPY,1995.05.10,83.35000,84.05000,82.90000,83.74000,1911,UNKNOWN
USDJPY,1995.05.11,83.85000,86.30000,83.55000,85.76000,3591,UNKNOWN
USDJPY,1995.05.12,85.73000,87.20000,85.30000,86.84000,2691,UNKNOWN
USDJPY,1995.05.15,87.05000,87.60000,86.25000,86.38000,2031,UNKNOWN
USDJPY,1995.05.16,86.44000,87.25000,86.00000,86.59000,2351,UNKNOWN
USDJPY,1995.05.17,86.56000,87.13000,86.08000,86.85000,1811,UNKNOWN
USDJPY,1995.05.18,86.83000,87.80000,86.35000,86.60000,2671,UNKNOWN
USDJPY,1995.05.19,86.80000,87.15000,86.35000,86.82000,1581,UNKNOWN
USDJPY,1995.05.22,87.04000,87.90000,86.84000,87.36000,1801,UNKNOWN
USDJPY,1995.05.23,87.35000,87.55000,86.85000,87.12000,1171,UNKNOWN
USDJPY,1995.05.24,87.19000,87.51000,86.90000,87.15000,1181,UNKNOWN
USDJPY,1995.05.25,87.11000,87.23000,84.51000,84.83000,3161,UNKNOWN
USDJPY,1995.05.26,84.84000,85.14000,82.40000,82.67000,3311,UNKNOWN
USDJPY,1995.05.29,82.90000,83.40000,81.77000,82.86000,3221,UNKNOWN
USDJPY,1995.05.30,83.02000,83.52000,82.35000,82.93000,2251,UNKNOWN
USDJPY,1995.05.31,83.08000,85.40000,82.50000,84.57000,4311,UNKNOWN
USDJPY,1995.06.01,84.65000,85.97000,84.27000,84.72000,3331,UNKNOWN
USDJPY,1995.06.02,84.76000,85.28000,83.35000,84.30000,3401,UNKNOWN
USDJPY,1995.06.05,84.29000,85.06000,83.95000,84.93000,1581,UNKNOWN
USDJPY,1995.06.06,84.92000,85.42000,84.60000,84.89000,1611,UNKNOWN
USDJPY,1995.06.07,84.79000,85.00000,84.15000,84.90000,1591,UNKNOWN
USDJPY,1995.06.08,84.88000,85.26000,84.43000,84.45000,1231,UNKNOWN
USDJPY,1995.06.09,84.50000,84.95000,84.10000,84.29000,1491,UNKNOWN
USDJPY,1995.06.12,84.36000,84.60000,83.80000,84.02000,1261,UNKNOWN
USDJPY,1995.06.13,84.00000,84.75000,83.50000,84.64000,1861,UNKNOWN
USDJPY,1995.06.14,84.73000,85.10000,84.10000,84.31000,1581,UNKNOWN
USDJPY,1995.06.15,84.28000,85.05000,83.80000,84.55000,2231,UNKNOWN
USDJPY,1995.06.16,84.51000,84.87000,84.28000,84.67000,1021,UNKNOWN
USDJPY,1995.06.19,84.35000,85.11000,84.18000,84.60000,1611,UNKNOWN
USDJPY,1995.06.20,84.58000,84.90000,84.30000,84.52000,1141,UNKNOWN
USDJPY,1995.06.21,84.49000,84.57000,83.90000,83.95000,801,UNKNOWN
USDJPY,1995.06.22,83.85000,84.84000,83.80000,84.56000,1371,UNKNOWN
USDJPY,1995.06.23,84.50000,84.72000,84.15000,84.35000,991,UNKNOWN
USDJPY,1995.06.26,84.12000,84.51000,84.00000,84.30000,841,UNKNOWN
USDJPY,1995.06.27,84.27000,84.50000,83.80000,84.26000,1391,UNKNOWN
USDJPY,1995.06.28,84.17000,86.15000,83.50000,85.61000,3861,UNKNOWN
USDJPY,1995.06.29,85.54000,85.83000,84.26000,84.40000,2001,UNKNOWN
USDJPY,1995.06.30,84.35000,85.15000,84.33000,84.65000,1341,UNKNOWN
USDJPY,1995.07.03,84.68000,84.90000,84.55000,84.74000,641,UNKNOWN
USDJPY,1995.07.04,84.68000,84.98000,84.45000,84.81000,931,UNKNOWN
USDJPY,1995.07.05,84.77000,85.10000,84.68000,84.87000,741,UNKNOWN
USDJPY,1995.07.06,84.82000,85.43000,84.75000,84.96000,1221,UNKNOWN
USDJPY,1995.07.07,84.92000,87.15000,84.92000,86.71000,2671,UNKNOWN
USDJPY,1995.07.10,86.78000,87.65000,86.63000,86.91000,1911,UNKNOWN
USDJPY,1995.07.11,86.85000,87.70000,86.81000,87.60000,1031,UNKNOWN
USDJPY,1995.07.12,87.60000,88.10000,87.06000,87.14000,1621,UNKNOWN
USDJPY,1995.07.13,87.28000,88.59000,87.05000,87.36000,3001,UNKNOWN
USDJPY,1995.07.14,87.33000,88.07000,87.05000,87.87000,1501,UNKNOWN
USDJPY,1995.07.17,88.00000,89.30000,88.00000,89.09000,1511,UNKNOWN
USDJPY,1995.07.18,89.05000,89.20000,88.10000,88.45000,1601,UNKNOWN
USDJPY,1995.07.19,88.37000,88.61000,86.80000,87.38000,2631,UNKNOWN
USDJPY,1995.07.20,87.32000,88.28000,87.10000,88.12000,1561,UNKNOWN
USDJPY,1995.07.21,88.08000,89.10000,88.04000,88.63000,1571,UNKNOWN
USDJPY,1995.07.24,88.54000,88.95000,87.25000,87.68000,2541,UNKNOWN
USDJPY,1995.07.25,87.68000,88.10000,87.05000,87.96000,1821,UNKNOWN
USDJPY,1995.07.26,87.88000,88.40000,87.60000,87.93000,1551,UNKNOWN
USDJPY,1995.07.27,87.94000,88.24000,87.65000,88.20000,921,UNKNOWN
USDJPY,1995.07.28,88.13000,88.70000,87.85000,88.20000,1631,UNKNOWN
USDJPY,1995.07.31,88.09000,88.58000,87.75000,88.49000,1261,UNKNOWN
USDJPY,1995.08.01,88.43000,88.65000,87.75000,88.10000,1471,UNKNOWN
USDJPY,1995.08.02,88.06000,91.32000,88.00000,91.19000,3511,UNKNOWN
USDJPY,1995.08.03,91.15000,91.29000,90.20000,90.44000,1471,UNKNOWN
USDJPY,1995.08.04,90.34000,91.55000,90.34000,91.45000,1311,UNKNOWN
USDJPY,1995.08.07,91.54000,91.70000,90.87000,91.47000,1591,UNKNOWN
USDJPY,1995.08.08,91.40000,91.97000,91.01000,91.58000,1741,UNKNOWN
USDJPY,1995.08.09,91.54000,91.90000,91.18000,91.66000,1321,UNKNOWN
USDJPY,1995.08.10,91.60000,93.00000,91.45000,92.75000,1951,UNKNOWN
USDJPY,1995.08.11,92.65000,94.11000,92.55000,93.92000,1851,UNKNOWN
USDJPY,1995.08.14,94.14000,94.50000,93.18000,93.67000,2171,UNKNOWN
USDJPY,1995.08.15,93.60000,97.52000,93.20000,97.38000,4861,UNKNOWN
USDJPY,1995.08.16,97.32000,99.10000,97.23000,98.05000,3011,UNKNOWN
USDJPY,1995.08.17,98.00000,98.55000,96.35000,97.29000,3691,UNKNOWN
USDJPY,1995.08.18,97.20000,98.15000,96.55000,97.56000,2841,UNKNOWN
USDJPY,1995.08.21,97.40000,97.90000,96.00000,97.10000,3501,UNKNOWN
USDJPY,1995.08.22,97.12000,97.27000,96.30000,96.99000,1811,UNKNOWN
USDJPY,1995.08.23,96.84000,97.45000,96.05000,96.54000,2501,UNKNOWN
USDJPY,1995.08.24,96.50000,97.53000,95.93000,96.75000,2951,UNKNOWN
USDJPY,1995.08.25,96.69000,97.10000,96.14000,96.72000,1891,UNKNOWN
USDJPY,1995.08.28,96.62000,96.90000,96.12000,96.77000,1411,UNKNOWN
USDJPY,1995.08.29,96.74000,98.30000,96.50000,98.24000,2101,UNKNOWN
USDJPY,1995.08.30,98.21000,99.35000,97.95000,99.05000,1961,UNKNOWN
USDJPY,1995.08.31,99.02000,99.45000,96.75000,97.48000,3861,UNKNOWN
USDJPY,1995.09.01,97.44000,97.97000,97.14000,97.46000,1641,UNKNOWN
USDJPY,1995.09.04,97.44000,97.82000,96.77000,97.70000,1841,UNKNOWN
USDJPY,1995.09.05,97.64000,98.35000,97.40000,97.67000,1871,UNKNOWN
USDJPY,1995.09.06,97.63000,99.30000,97.55000,99.05000,2081,UNKNOWN
USDJPY,1995.09.07,98.94000,99.40000,98.06000,99.16000,2461,UNKNOWN
USDJPY,1995.09.08,99.15000,100.25000,98.55000,99.76000,2791,UNKNOWN
USDJPY,1995.09.11,99.27000,100.04000,99.05000,100.04000,1211,UNKNOWN
USDJPY,1995.09.12,100.02000,101.25000,99.92000,101.11000,1571,UNKNOWN
USDJPY,1995.09.13,101.07000,102.88000,100.70000,102.70000,2731,UNKNOWN
USDJPY,1995.09.14,102.66000,103.83000,102.20000,102.45000,3051,UNKNOWN
USDJPY,1995.09.15,102.38000,104.26000,102.33000,104.20000,2041,UNKNOWN
USDJPY,1995.09.18,104.35000,104.55000,102.89000,102.95000,1921,UNKNOWN
USDJPY,1995.09.19,103.27000,104.80000,102.97000,104.60000,2331,UNKNOWN
USDJPY,1995.09.20,104.52000,104.72000,102.35000,102.60000,2821,UNKNOWN
USDJPY,1995.09.21,102.75000,103.05000,97.20000,99.17000,8121,UNKNOWN
USDJPY,1995.09.22,99.15000,101.00000,98.15000,100.12000,4731,UNKNOWN
USDJPY,1995.09.25,100.26000,101.55000,99.15000,100.56000,4501,UNKNOWN
USDJPY,1995.09.26,100.49000,101.27000,99.55000,101.05000,2881,UNKNOWN
USDJPY,1995.09.27,101.01000,101.06000,99.65000,100.50000,2311,UNKNOWN
USDJPY,1995.09.28,100.40000,100.65000,99.00000,99.09000,1991,UNKNOWN
USDJPY,1995.09.29,99.08000,99.98000,97.35000,99.75000,4591,UNKNOWN
USDJPY,1995.10.02,99.85000,100.85000,99.80000,100.36000,1591,UNKNOWN
USDJPY,1995.10.03,100.28000,101.75000,100.08000,101.60000,2021,UNKNOWN
USDJPY,1995.10.04,101.58000,101.85000,100.47000,100.83000,2011,UNKNOWN
USDJPY,1995.10.05,100.80000,101.05000,99.20000,99.71000,2611,UNKNOWN
USDJPY,1995.10.06,99.71000,101.00000,99.59000,100.53000,2001,UNKNOWN
USDJPY,1995.10.09,101.20000,101.30000,99.65000,100.45000,2551,UNKNOWN
USDJPY,1995.10.10,100.34000,101.10000,100.21000,100.94000,1181,UNKNOWN
USDJPY,1995.10.11,100.90000,101.25000,100.45000,101.13000,1371,UNKNOWN
USDJPY,1995.10.12,101.10000,101.32000,99.90000,100.27000,2011,UNKNOWN
USDJPY,1995.10.13,100.19000,101.06000,99.93000,101.06000,1391,UNKNOWN
USDJPY,1995.10.16,100.93000,100.99000,100.15000,100.64000,1391,UNKNOWN
USDJPY,1995.10.17,100.61000,100.80000,100.12000,100.36000,1111,UNKNOWN
USDJPY,1995.10.18,100.34000,101.15000,99.40000,100.81000,3031,UNKNOWN
USDJPY,1995.10.19,100.77000,101.00000,100.26000,100.36000,1071,UNKNOWN
USDJPY,1995.10.20,100.32000,100.87000,99.90000,100.38000,1881,UNKNOWN
USDJPY,1995.10.23,100.14000,100.25000,99.30000,100.00000,1761,UNKNOWN
USDJPY,1995.10.24,99.75000,100.65000,99.55000,100.51000,1441,UNKNOWN
USDJPY,1995.10.25,100.48000,101.65000,100.20000,101.27000,2111,UNKNOWN
USDJPY,1995.10.26,101.23000,102.00000,101.00000,101.47000,1761,UNKNOWN
USDJPY,1995.10.27,101.44000,101.95000,100.60000,101.92000,2221,UNKNOWN
USDJPY,1995.10.30,101.77000,102.30000,101.45000,102.00000,1471,UNKNOWN
USDJPY,1995.10.31,101.84000,102.52000,101.23000,101.93000,2491,UNKNOWN
USDJPY,1995.11.01,101.86000,103.39000,101.84000,103.36000,1601,UNKNOWN
USDJPY,1995.11.02,103.32000,104.16000,103.12000,104.12000,1281,UNKNOWN
USDJPY,1995.11.03,104.05000,104.20000,103.40000,103.95000,1501,UNKNOWN
USDJPY,1995.11.06,104.00000,104.10000,102.70000,103.26000,2061,UNKNOWN
USDJPY,1995.11.07,103.22000,103.45000,102.74000,102.97000,1171,UNKNOWN
USDJPY,1995.11.08,102.93000,103.25000,101.85000,102.61000,2481,UNKNOWN
USDJPY,1995.11.09,102.50000,102.65000,99.75000,100.70000,4001,UNKNOWN
USDJPY,1995.11.10,100.66000,101.16000,99.87000,100.95000,2291,UNKNOWN
USDJPY,1995.11.13,100.75000,102.40000,100.08000,101.93000,3461,UNKNOWN
USDJPY,1995.11.14,101.85000,102.23000,101.25000,101.55000,1661,UNKNOWN
USDJPY,1995.11.15,101.50000,101.64000,100.63000,101.42000,1941,UNKNOWN
USDJPY,1995.11.16,101.33000,102.50000,101.20000,102.06000,1871,UNKNOWN
USDJPY,1995.11.17,101.98000,102.40000,101.65000,102.20000,1281,UNKNOWN
USDJPY,1995.11.20,102.11000,102.85000,100.93000,101.28000,3011,UNKNOWN
USDJPY,1995.11.21,101.25000,101.90000,101.10000,101.47000,1381,UNKNOWN
USDJPY,1995.11.22,101.39000,101.80000,100.40000,100.91000,2321,UNKNOWN
USDJPY,1995.11.23,100.84000,100.95000,100.45000,100.80000,961,UNKNOWN
USDJPY,1995.11.24,100.80000,101.67000,100.60000,101.55000,1391,UNKNOWN
USDJPY,1995.11.27,101.63000,102.05000,101.19000,101.63000,1721,UNKNOWN
USDJPY,1995.11.28,101.59000,101.97000,100.83000,101.19000,1881,UNKNOWN
USDJPY,1995.11.29,101.15000,101.77000,100.92000,101.70000,1151,UNKNOWN
USDJPY,1995.11.30,101.62000,102.35000,101.13000,102.05000,2011,UNKNOWN
USDJPY,1995.12.01,102.02000,102.30000,101.05000,101.24000,1721,UNKNOWN
USDJPY,1995.12.04,101.35000,101.55000,100.50000,101.36000,2091,UNKNOWN
USDJPY,1995.12.05,101.32000,101.57000,101.05000,101.27000,991,UNKNOWN
USDJPY,1995.12.06,101.19000,101.71000,101.05000,101.54000,971,UNKNOWN
USDJPY,1995.12.07,101.44000,101.75000,101.02000,101.37000,1391,UNKNOWN
USDJPY,1995.12.08,101.36000,101.65000,100.70000,101.20000,1741,UNKNOWN
USDJPY,1995.12.11,101.14000,101.28000,100.68000,101.22000,1121,UNKNOWN
USDJPY,1995.12.12,101.15000,101.97000,101.00000,101.79000,1301,UNKNOWN
USDJPY,1995.12.13,101.70000,101.92000,101.40000,101.68000,1021,UNKNOWN
USDJPY,1995.12.14,101.61000,101.91000,101.20000,101.47000,1281,UNKNOWN
USDJPY,1995.12.15,101.44000,102.35000,101.32000,102.06000,1441,UNKNOWN
USDJPY,1995.12.18,101.90000,102.05000,101.42000,101.53000,891,UNKNOWN
USDJPY,1995.12.19,101.45000,102.10000,101.30000,102.05000,1001,UNKNOWN
USDJPY,1995.12.20,102.06000,102.22000,101.54000,101.74000,1041,UNKNOWN
USDJPY,1995.12.21,101.81000,102.03000,101.68000,101.80000,691,UNKNOWN
USDJPY,1995.12.22,101.75000,102.92000,101.70000,102.32000,1871,UNKNOWN
USDJPY,1995.12.25,102.42000,102.64000,102.04000,102.64000,981,UNKNOWN
USDJPY,1995.12.26,102.25000,102.92000,102.18000,102.27000,1461,UNKNOWN
USDJPY,1995.12.27,102.29000,102.97000,102.25000,102.86000,871,UNKNOWN
USDJPY,1995.12.28,102.80000,103.00000,102.30000,102.72000,1321,UNKNOWN
USDJPY,1995.12.29,102.65000,103.60000,102.60000,103.54000,1111,UNKNOWN
USDJPY,1996.01.02,103.41000,104.08000,103.07000,103.95000,1481,UNKNOWN
USDJPY,1996.01.03,103.83000,105.05000,103.78000,104.87000,1501,UNKNOWN
USDJPY,1996.01.04,104.75000,106.63000,104.55000,105.20000,3711,UNKNOWN
USDJPY,1996.01.05,105.29000,105.43000,104.35000,105.43000,2021,UNKNOWN
USDJPY,1996.01.08,105.53000,105.83000,105.03000,105.24000,1311,UNKNOWN
USDJPY,1996.01.09,105.18000,105.43000,104.08000,104.28000,1801,UNKNOWN
USDJPY,1996.01.10,104.24000,105.38000,104.10000,104.90000,1901,UNKNOWN
USDJPY,1996.01.11,104.87000,104.99000,104.30000,104.85000,1361,UNKNOWN
USDJPY,1996.01.12,104.76000,105.67000,104.72000,105.30000,1361,UNKNOWN
USDJPY,1996.01.15,105.31000,105.50000,104.80000,105.34000,1371,UNKNOWN
USDJPY,1996.01.16,105.32000,106.09000,105.25000,106.09000,911,UNKNOWN
USDJPY,1996.01.17,106.11000,106.31000,105.13000,105.55000,1801,UNKNOWN
USDJPY,1996.01.18,105.51000,105.80000,104.99000,105.60000,1531,UNKNOWN
USDJPY,1996.01.19,105.61000,106.07000,105.23000,105.41000,1481,UNKNOWN
USDJPY,1996.01.22,105.26000,106.20000,105.25000,105.77000,1391,UNKNOWN
USDJPY,1996.01.23,105.76000,106.05000,105.40000,105.98000,1081,UNKNOWN
USDJPY,1996.01.24,105.95000,107.22000,105.87000,107.16000,1491,UNKNOWN
USDJPY,1996.01.25,106.95000,107.58000,106.29000,107.06000,2471,UNKNOWN
USDJPY,1996.01.26,106.93000,107.15000,106.23000,106.65000,1561,UNKNOWN
USDJPY,1996.01.29,106.64000,107.05000,106.35000,106.71000,1331,UNKNOWN
USDJPY,1996.01.30,106.68000,107.50000,106.55000,107.45000,1131,UNKNOWN
USDJPY,1996.01.31,107.31000,107.57000,106.71000,106.95000,1361,UNKNOWN
USDJPY,1996.02.01,106.94000,107.43000,106.45000,106.80000,1821,UNKNOWN
USDJPY,1996.02.02,106.70000,107.24000,106.27000,106.39000,1631,UNKNOWN
USDJPY,1996.02.05,106.32000,106.60000,104.69000,105.25000,2751,UNKNOWN
USDJPY,1996.02.06,105.10000,105.68000,105.00000,105.15000,1311,UNKNOWN
USDJPY,1996.02.07,105.09000,106.30000,104.70000,106.23000,2061,UNKNOWN
USDJPY,1996.02.08,106.17000,107.18000,105.92000,107.14000,1551,UNKNOWN
USDJPY,1996.02.09,107.15000,107.50000,106.48000,107.10000,1991,UNKNOWN
USDJPY,1996.02.12,106.90000,107.17000,106.45000,106.81000,1351,UNKNOWN
USDJPY,1996.02.13,106.79000,107.11000,106.50000,106.74000,1171,UNKNOWN
USDJPY,1996.02.14,106.70000,107.00000,106.08000,106.25000,1391,UNKNOWN
USDJPY,1996.02.15,106.18000,106.40000,105.45000,105.65000,1371,UNKNOWN
USDJPY,1996.02.16,105.56000,106.03000,104.78000,105.26000,2201,UNKNOWN
USDJPY,1996.02.19,105.09000,105.45000,103.54000,104.18000,2911,UNKNOWN
USDJPY,1996.02.20,104.14000,106.70000,104.04000,105.86000,3601,UNKNOWN
USDJPY,1996.02.21,105.82000,106.10000,104.70000,105.09000,2071,UNKNOWN
USDJPY,1996.02.22,105.05000,105.70000,104.60000,104.88000,2031,UNKNOWN
USDJPY,1996.02.23,104.89000,105.40000,104.40000,104.94000,1951,UNKNOWN
USDJPY,1996.02.26,104.75000,105.10000,104.05000,104.40000,1751,UNKNOWN
USDJPY,1996.02.27,104.33000,104.85000,103.30000,104.50000,2931,UNKNOWN
USDJPY,1996.02.28,104.42000,104.85000,103.82000,104.67000,1811,UNKNOWN
USDJPY,1996.02.29,104.60000,105.42000,104.47000,105.17000,1331,UNKNOWN
USDJPY,1996.03.01,105.13000,105.90000,105.09000,105.35000,1401,UNKNOWN
USDJPY,1996.03.04,105.32000,105.47000,104.84000,105.30000,1241,UNKNOWN
USDJPY,1996.03.05,105.29000,105.58000,104.88000,105.15000,1261,UNKNOWN
USDJPY,1996.03.06,105.09000,105.54000,105.03000,105.49000,621,UNKNOWN
USDJPY,1996.03.07,105.43000,105.78000,105.10000,105.35000,1281,UNKNOWN
USDJPY,1996.03.08,105.32000,106.28000,105.18000,105.74000,1781,UNKNOWN
USDJPY,1996.03.11,106.13000,106.45000,104.93000,105.54000,2451,UNKNOWN
USDJPY,1996.03.12,105.42000,105.99000,105.15000,105.24000,1501,UNKNOWN
USDJPY,1996.03.13,105.20000,105.52000,105.04000,105.23000,931,UNKNOWN
USDJPY,1996.03.14,105.19000,105.62000,105.10000,105.48000,751,UNKNOWN
USDJPY,1996.03.15,105.40000,106.06000,105.35000,105.90000,921,UNKNOWN
USDJPY,1996.03.18,105.89000,106.20000,105.60000,106.12000,971,UNKNOWN
USDJPY,1996.03.19,105.76000,106.52000,105.71000,106.21000,1171,UNKNOWN
USDJPY,1996.03.20,106.12000,106.75000,106.00000,106.39000,1231,UNKNOWN
